Index,day,biomassH,day,biomassHF,day,biomass2015,day,yieldH,day,yieldHF,day,yield2015,day,laiH,day,laiHF,day,lai2015,day,biomassM,day,biomassM,biomassMStdError,day,laiM,day,laiM,laiMStdError,Index,day,SAT ,day,SW2015,day,DUL ,day,LL ,day,NO32015,day,ST2015,day,SWM,day,SWM,SWMStdError,day,NO3M,day,NO3M,NO3MStdError,day,STM,day,STM,STMStdError
5050,302,0,302,0,,,302,0,302,0,,,302,0,302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,303,0,303,0,,,303,0,303,0,,,303,0,303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,304,0,304,0,,,304,0,304,0,,,304,0,304,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,305,0,305,0,,,305,0,305,0,,,305,0,305,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,306,0,306,0,,,306,0,306,0,,,306,0,306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,307,0,307,0,,,307,0,307,0,,,307,0,307,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,308,0,308,0,,,308,0,308,0,,,308,0,308,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,309,0,309,0,,,309,0,309,0,,,309,0,309,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058,310,0,310,0,,,310,0,310,0,,,310,0,310,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,311,0,311,0,,,311,0,311,0,,,311,0,311,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,312,0,312,0,,,312,0,312,0,,,312,0,312,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061,313,0,313,0,,,313,0,313,0,,,313,0,313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062,314,0,314,0,,,314,0,314,0,,,314,0,314,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063,315,0,315,0,,,315,0,315,0,,,315,0,315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,316,0,316,0,,,316,0,316,0,,,316,0,316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065,317,0,317,0,,,317,0,317,0,,,317,0,317,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,318,0,318,0,,,318,0,318,0,,,318,0,318,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,319,0,319,0,,,319,0,319,0,,,319,0,319,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,320,0,320,0,,,320,0,320,0,,,320,0,320,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,321,0,321,0,,,321,0,321,0,,,321,0,321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,322,0,322,0,,,322,0,322,0,,,322,0,322,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,323,0,323,0,,,323,0,323,0,,,323,0,323,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,324,0,324,0,,,324,0,324,0,,,324,0,324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,325,0,325,0,,,325,0,325,0,,,325,0,325,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5074,326,0,326,0,,,326,0,326,0,,,326,0,326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,327,0,327,0,,,327,0,327,0,,,327,0,327,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076,328,0,328,0,,,328,0,328,0,,,328,0,328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,329,0,329,0,,,329,0,329,0,,,329,0,329,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5078,330,0,330,0,,,330,0,330,0,,,330,0,330,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5079,331,0,331,0,,,331,0,331,0,,,331,0,331,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5080,332,0,332,0,,,332,0,332,0,,,332,0,332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081,333,0,333,0,,,333,0,333,0,,,333,0,333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082,334,0,334,0,,,334,0,334,0,,,334,0,334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5083,335,0,335,0,,,335,0,335,0,,,335,0,335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084,336,0,336,0,,,336,0,336,0,,,336,0,336,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085,337,0,337,0,,,337,0,337,0,,,337,0,337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086,338,0,338,0,,,338,0,338,0,,,338,0,338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5087,339,0,339,0,,,339,0,339,0,,,339,0,339,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088,340,0,340,0,,,340,0,340,0,,,340,0,340,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089,341,0,341,0,,,341,0,341,0,,,341,0,341,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090,342,0,342,0,,,342,0,342,0,,,342,0,342,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5091,343,0,343,0,,,343,0,343,0,,,343,0,343,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092,344,0,344,0,,,344,0,344,0,,,344,0,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5093,345,0,345,0,,,345,0,345,0,,,345,0,345,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094,346,0,346,0,,,346,0,346,0,,,346,0,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095,347,0,347,0,,,347,0,347,0,,,347,0,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,348,0,348,0,,,348,0,348,0,,,348,0,348,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5097,349,0,349,0,,,349,0,349,0,,,349,0,349,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,350,0,350,0,,,350,0,350,0,,,350,0,350,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099,351,0,351,0,,,351,0,351,0,,,351,0,351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,352,0,352,0,,,352,0,352,0,,,352,0,352,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,353,0,353,0,,,353,0,353,0,,,353,0,353,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,354,0,354,0,,,354,0,354,0,,,354,0,354,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,355,0,355,0,,,355,0,355,0,,,355,0,355,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,356,0,356,0,,,356,0,356,0,,,356,0,356,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5105,357,0,357,0,,,357,0,357,0,,,357,0,357,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,358,0,358,0,,,358,0,358,0,,,358,0,358,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107,359,0,359,0,,,359,0,359,0,,,359,0,359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,360,0,360,0,,,360,0,360,0,,,360,0,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,361,0,361,0,,,361,0,361,0,,,361,0,361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,362,0,362,0,,,362,0,362,0,,,362,0,362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,363,0,363,0,,,363,0,363,0,,,363,0,363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,364,0,364,0,,,364,0,364,0,,,364,0,364,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,365,0,365,0,,,365,0,365,0,,,365,0,365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,1,0,1,0,,,1,0,1,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,2,0,2,0,,,2,0,2,0,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,3,0,3,0,,,3,0,3,0,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,4,0,4,0,,,4,0,4,0,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,5,0,5,0,,,5,0,5,0,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,6,0,6,0,,,6,0,6,0,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,7,0,7,0,,,7,0,7,0,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,8,0,8,0,,,8,0,8,0,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,9,0,9,0,,,9,0,9,0,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,10,0,10,0,,,10,0,10,0,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,11,0,11,0,,,11,0,11,0,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,12,0,12,0,,,12,0,12,0,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,13,0,13,0,,,13,0,13,0,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,14,0,14,0,,,14,0,14,0,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,15,0,15,0,,,15,0,15,0,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,16,0,16,0,,,16,0,16,0,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,17,0,17,0,,,17,0,17,0,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,18,0,18,0,,,18,0,18,0,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,19,0,19,0,,,19,0,19,0,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,20,0,20,0,,,20,0,20,0,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134,21,0,21,0,,,21,0,21,0,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,22,0,22,0,,,22,0,22,0,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136,23,0,23,0,,,23,0,23,0,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5137,24,0,24,0,,,24,0,24,0,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5138,25,0,25,0,,,25,0,25,0,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,26,0,26,0,,,26,0,26,0,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,27,0,27,0,,,27,0,27,0,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141,28,0,28,0,,,28,0,28,0,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142,29,0,29,0,,,29,0,29,0,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,30,0,30,0,,,30,0,30,0,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144,31,0,31,0,,,31,0,31,0,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145,32,0,32,0,,,32,0,32,0,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,33,0,33,0,,,33,0,33,0,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147,34,0,34,0,,,34,0,34,0,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,35,0,35,0,,,35,0,35,0,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149,36,0,36,0,,,36,0,36,0,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,37,0,37,0,,,37,0,37,0,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,38,0,38,0,,,38,0,38,0,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152,39,0,39,0,,,39,0,39,0,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153,40,0,40,0,,,40,0,40,0,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5154,41,0,41,0,,,41,0,41,0,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5155,42,0,42,0,,,42,0,42,0,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,43,0,43,0,,,43,0,43,0,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5157,44,0,44,0,,,44,0,44,0,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,45,0,45,0,,,45,0,45,0,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,46,0,46,0,,,46,0,46,0,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,47,0,47,0,,,47,0,47,0,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,48,0,48,0,,,48,0,48,0,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5162,49,0,49,0,,,49,0,49,0,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,50,0,50,0,,,50,0,50,0,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,51,0,51,0,,,51,0,51,0,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165,52,0,52,0,,,52,0,52,0,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,53,0,53,0,,,53,0,53,0,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,54,0,54,0,,,54,0,54,0,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,55,0,55,0,,,55,0,55,0,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,56,0,56,0,,,56,0,56,0,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,57,0,57,0,,,57,0,57,0,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,58,0,58,0,,,58,0,58,0,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,59,0,59,0,,,59,0,59,0,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5173,60,0,60,0,,,60,0,60,0,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,61,0,61,0,,,61,0,61,0,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,62,0,62,0,,,62,0,62,0,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,63,0,63,0,,,63,0,63,0,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,64,0,64,0,,,64,0,64,0,,,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,65,0,65,0,,,65,0,65,0,,,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,66,0,66,0,,,66,0,66,0,,,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180,67,0,67,0,,,67,0,67,0,,,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,68,0,68,0,,,68,0,68,0,,,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,69,0,69,0,,,69,0,69,0,,,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,70,0,70,0,,,70,0,70,0,,,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184,71,0,71,0,,,71,0,71,0,,,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,72,0,72,0,,,72,0,72,0,,,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186,73,0,73,0,,,73,0,73,0,,,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187,74,0,74,0,,,74,0,74,0,,,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,75,0,75,0,,,75,0,75,0,,,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5189,76,0,76,0,,,76,0,76,0,,,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,77,0,77,0,,,77,0,77,0,,,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191,78,0,78,0,,,78,0,78,0,,,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,79,0,79,0,,,79,0,79,0,,,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,80,0,80,0,,,80,0,80,0,,,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5194,81,0,81,0,,,81,0,81,0,,,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,82,0,82,0,,,82,0,82,0,,,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,83,0,83,0,,,83,0,83,0,,,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,84,0,84,0,,,84,0,84,0,,,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,85,0,85,0,,,85,0,85,0,,,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,86,0,86,0,,,86,0,86,0,,,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,87,0,87,0,,,87,0,87,0,,,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,88,0,88,0,,,88,0,88,0,,,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,89,0,89,0,,,89,0,89,0,,,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,90,0,90,0,,,90,0,90,0,,,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,91,0,91,0,,,91,0,91,0,,,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5205,92,0,92,0,,,92,0,92,0,,,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,93,0,93,0,,,93,0,93,0,,,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5207,94,0,94,0,,,94,0,94,0,,,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5208,95,0,95,0,,,95,0,95,0,,,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5209,96,0,96,0,,,96,0,96,0,,,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,97,0,97,0,,,97,0,97,0,,,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,98,0,98,0,,,98,0,98,0,,,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5212,99,0,99,0,,,99,0,99,0,,,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5213,100,0,100,0,,,100,0,100,0,,,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,101,0,101,0,,,101,0,101,0,,,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5215,102,0,102,0,,,102,0,102,0,,,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,103,0,103,0,,,103,0,103,0,,,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,104,0,104,0,,,104,0,104,0,,,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5218,105,0,105,0,,,105,0,105,0,,,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,106,0,106,0,,,106,0,106,0,,,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,107,0,107,0,,,107,0,107,0,,,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,108,0,108,0,,,108,0,108,0,,,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,109,0,109,0,,,109,0,109,0,,,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,110,0,110,0,,,110,0,110,0,,,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224,111,0,111,0,,,111,0,111,0,,,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,112,0,112,0,,,112,0,112,0,,,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,113,0,113,0,,,113,0,113,0,,,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,114,0,114,0,,,114,0,114,0,,,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,115,0,115,0,,,115,0,115,0,,,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,116,0,116,0,,,116,0,116,0,,,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,117,0,117,0,,,117,0,117,0,,,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,118,0,118,0,,,118,0,118,0,,,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,119,0,119,0,,,119,0,119,0,,,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233,120,0,120,0,,,120,0,120,0,,,120,0,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,121,0,121,0,,,121,0,121,0,,,121,0,121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235,122,0,122,0,,,122,0,122,0,,,122,0,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5236,123,1.5,123,1.5,,,123,0,123,0,,,123,0.003,123,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5237,124,1.7,124,1.8,,,124,0,124,0,,,124,0.003,124,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5238,125,2,125,2.2,,,125,0,125,0,,,125,0.004,125,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5239,126,2,126,2.9,,,126,0,126,0,,,126,0.004,126,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5240,127,2.1,127,3.6,,,127,0,127,0,,,127,0.005,127,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5241,128,2.4,128,4.8,,,128,0,128,0,,,128,0.005,128,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,129,3.6,129,6.7,,,129,0,129,0,,,129,0.006,129,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
