Index,day,biomass,day,biomass,day,yield,day,yield,day,lai,day,lai,day,biomass,day,biomass,StdError,day,lai,day,lai,StdError,biomassMStdError,day,laiM,day,laiM,laiMStdError,Index,day,SAT_30cm,day,SW_30cm,day,DUL_30cm,day,LL_30cm,day,NO3_30cm,day,ST_30cm,day,SW_30cm,day,SW_30cm,StdError,day,NO3_30cm,day,NO3_30cm,StdError,day,ST_30cm,day,ST_30cm,StdError
7032,93,0,93,0,93,0,93,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033,94,0,94,0,94,0,94,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7034,95,0,95,0,95,0,95,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7035,96,0,96,0,96,0,96,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7036,97,0,97,0,97,0,97,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7037,98,0,98,0,98,0,98,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038,99,0,99,0,99,0,99,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039,100,0,100,0,100,0,100,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7040,101,0,101,0,101,0,101,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7041,102,0,102,0,102,0,102,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7042,103,0,103,0,103,0,103,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7043,104,0,104,0,104,0,104,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7044,105,0,105,0,105,0,105,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7045,106,0,106,0,106,0,106,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7046,107,0,107,0,107,0,107,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7047,108,0,108,0,108,0,108,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7048,109,0,109,0,109,0,109,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7049,110,0,110,0,110,0,110,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7050,111,0,111,0,111,0,111,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7051,112,0,112,0,112,0,112,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7052,113,0,113,0,113,0,113,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7053,114,0,114,0,114,0,114,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7054,115,0,115,0,115,0,115,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7055,116,0,116,0,116,0,116,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7056,117,0,117,0,117,0,117,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7057,118,0,118,0,118,0,118,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7058,119,0,119,0,119,0,119,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7059,120,0,120,0,120,0,120,0,120,0,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060,121,0,121,0,121,0,121,0,121,0,121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7061,122,0,122,0,122,0,122,0,122,0,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7062,123,0,123,0,123,0,123,0,123,0,123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7063,124,0,124,0,124,0,124,0,124,0,124,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7064,125,0,125,0,125,0,125,0,125,0,125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7065,126,0,126,9.9,126,0,126,0,126,0,126,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7066,127,0,127,10.1,127,0,127,0,127,0,127,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7067,128,0,128,10.1,128,0,128,0,128,0,128,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7068,129,0,129,10.3,129,0,129,0,129,0,129,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7069,130,9.9,130,10.3,130,0,130,0,130,0.01,130,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7070,131,10.2,131,10.3,131,0,131,0,131,0.01,131,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7071,132,10.4,132,10.3,132,0,132,0,132,0.011,132,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7072,133,10.5,133,10.4,133,0,133,0,133,0.008,133,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7073,134,10.8,134,10.4,134,0,134,0,134,0.009,134,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7074,135,11.4,135,10.5,135,0,135,0,135,0.01,135,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7075,136,11.9,136,10.5,136,0,136,0,136,0.011,136,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7076,137,12,137,10.5,137,0,137,0,137,0.012,137,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7077,138,12.4,138,10.6,138,0,138,0,138,0.012,138,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7078,139,13.4,139,10.7,139,0,139,0,139,0.014,139,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7079,140,14.2,140,10.9,140,0,140,0,140,0.016,140,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7080,141,15.2,141,11,141,0,141,0,141,0.018,141,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7081,142,16.4,142,11,142,0,142,0,142,0.02,142,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7082,143,17.4,143,11.2,143,0,143,0,143,0.023,143,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7083,144,17.9,144,11.3,144,0,144,0,144,0.024,144,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7084,145,18.5,145,11.6,145,0,145,0,145,0.024,145,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7085,146,19.8,146,11.8,146,0,146,0,146,0.027,146,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7086,147,22.3,147,11.8,147,0,147,0,147,0.032,147,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7087,148,25.6,148,12.2,148,0,148,0,148,0.039,148,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7088,149,29.7,149,12.7,149,0,149,0,149,0.048,149,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7089,150,34.4,150,13.2,150,0,150,0,150,0.058,150,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7090,151,39.1,151,13.8,151,0,151,0,151,0.068,151,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7091,152,39.9,152,13.9,152,0,152,0,152,0.07,152,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7092,153,43,153,14.3,153,0,153,0,153,0.077,153,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7093,154,48.7,154,15,154,0,154,0,154,0.089,154,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7094,155,56.8,155,16,155,0,155,0,155,0.106,155,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7095,156,65.6,156,17.1,156,0,156,0,156,0.125,156,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7096,157,78.1,157,18.7,157,0,157,0,157,0.153,157,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7097,158,94,158,20.7,158,0,158,0,158,0.187,158,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7098,159,112.2,159,23.1,159,0,159,0,159,0.226,159,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7099,160,131.3,160,25.6,160,0,160,0,160,0.268,160,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100,161,148.5,161,27.8,161,0,161,0,161,0.305,161,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7101,162,163,162,29.8,162,0,162,0,162,0.336,162,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7102,163,192.40,163,33.8,163,0,163,0,163,0.395,163,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7103,164,221.80,164,37.9,164,0,164,0,164,0.459,164,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7104,165,244.60,165,41.2,165,0,165,0,165,0.495,165,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7105,166,253.10,166,43,166,0,166,0,166,0.514,166,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7106,167,258.20,167,43.30,167,0,167,0,167,0.525,167,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7107,168,279,168,46.40,168,0,168,0,168,0.556,168,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7108,169,293.10,169,48.60,169,0,169,0,169,0.586,169,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7109,170,313.00,170,51.80,170,0,170,0,170,0.627,170,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7110,171,367.30,171,61,171,0,171,0,171,0.701,171,0.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111,172,428.00,172,71.40,172,0,172,0,172,0.787,172,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112,173,481.30,173,81.80,173,0,173,0,173,0.884,173,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113,174,555.20,174,97.10,174,0,174,0,174,0.977,174,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7114,175,639.20,175,116.30,175,0,175,0,175,1.12,175,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7115,176,733.10,176,139.70,176,0,176,0,176,1.276,176,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7116,177,833.00,177,166.90,177,0,177,0,177,1.44,177,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7117,178,897.90,178,186.20,178,0,178,0,178,1.545,178,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7118,179,971.60,179,210,179,0,179,0,179,1.663,179,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7119,180,"1,022.50",180,226.60,180,0,180,0,180,1.744,180,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7120,181,"1,112.20",181,257.90,181,0,181,0,181,1.885,181,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121,182,"1,179.50",182,283,182,0,182,0,182,1.989,182,0.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7122,183,"1,271.90",183,318.10,183,0,183,0,183,2.132,183,0.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7123,184,"1,395.20",184,367.80,184,0,184,0,184,2.321,184,0.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7124,185,"1,537.10",185,429.80,185,0,185,0,185,2.539,185,0.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7125,186,"1,690.70",186,499,186,0,186,0,186,2.695,186,0.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7126,187,"1,858.60",187,579.70,187,0,187,0,187,2.865,187,0.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7127,188,"2,027.70",188,664.70,188,0,188,0,188,3.037,188,1.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7128,189,"2,197.00",189,753.50,189,0,189,0,189,3.208,189,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7129,190,"2,373.60",190,849.90,190,0,190,0,190,3.388,190,1.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7130,191,"2,501.00",191,922.30,191,0,191,0,191,3.517,191,1.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7131,192,"2,645.30",192,"1,006.70",192,0,192,0,192,3.663,192,1.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7132,193,"2,834.40",193,"1,120.40",193,0,193,0,193,3.855,193,1.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7133,194,"3,018.10",194,"1,234.90",194,0,194,0,194,4.04,194,1.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7134,195,"3,208.70",195,"1,357.70",195,0,195,0,195,4.224,195,1.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7135,196,"3,399.50",196,"1,484.60",196,0,196,0,196,4.402,196,1.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7136,197,"3,509.90",197,"1,561.70",197,0,197,0,197,4.499,197,2.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7137,198,"3,678.50",198,"1,680.00",198,0,198,0,198,4.652,198,2.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7138,199,"3,802.50",199,"1,770.00",199,0,199,0.00,199,4.75,199,2.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7139,200,"3,946.60",200,"1,874.80",200,0,200,0.00,200,4.87,200,2.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7140,201,"4,057.10",201,"1,957",201,0,201,0.00,201,4.95,201,2.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7141,202,"4,248.00",202,"2,099.60",202,0,202,0.00,202,5,202,2.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7142,203,"4,421.40",203,"2,232.30",203,0,203,0,203,5.24,203,2.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7143,204,"4,607.40",204,"2,377.30",204,0,204,0.00,204,5.37,204,2.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7144,205,"4,811",205,"2,539.30",205,0,205,0.00,205,5.52,205,2.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7145,206,"5,007.30",206,"2,697.90",206,0,206,0,206,5.65,206,3.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7146,207,"5,202.10",207,"2,858.40",207,0,207,0,207,5.78,207,3.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7147,208,"5,404.40",208,"3,014.40",208,0,208,30.10,208,5.90,208,3.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7148,209,"5,606.50",209,"3,167.70",209,0,209,63.40,209,6.01,209,3.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7149,210,"5,781.40",210,"3,316.80",210,57.8,210,99.50,210,5.92,210,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7150,211,"5,952.60",211,"3,462.60",211,119.1,211,138.50,211,5.83,211,3.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151,212,"6,115.50",212,"3,601.40",212,183.5,212,180,212,5.74,212,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7152,213,"6,240.20",213,"3,708.90",213,249.6,213,222.50,213,5.66,213,3.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7153,214,"6,399",214,"3,844.00",214,319.9,214,269.10,214,5.59,214,3.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7154,215,"6,561.30",215,"3,982.10",215,393.7,215,318.60,215,5.52,215,3.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7155,216,"6,725.00",216,"4,121",216,470.7,216,370.90,216,5.45,216,3.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7156,217,"6,878.20",217,"4,251.50",217,550.3,217,425.20,217,5.39,217,3.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7157,218,"6,977.50",218,"4,340",218,628,218,477.30,218,5.33,218,2.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7158,219,"7,104.10",219,"4,450.80",219,710.4,219,534.10,219,5.27,219,2.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7159,220,"7,246.40",220,"4,571.40",220,797.1,220,594.30,220,5.22,220,2.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7160,221,"7,381.70",221,"4,695.00",221,885.8,221,657,221,5.17,221,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7161,222,"7,514.20",222,"4,819.00",222,976.9,222,722.80,222,5.12,222,2.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7162,223,"7,594.50",223,"4,899.10",223,"1,063.20",223,783.90,223,5.07,223,2.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7163,224,"7,708.50",224,"5,010.20",224,"1,156.30",224,852,224,5.03,224,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7164,225,"7,808",225,"5,103.60",225,"1,249.20",225,918.60,225,4.99,225,2.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7165,226,"7,894.10",226,"5,176.90",226,"1,342",226,984,226,4.95,226,2.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7166,227,"7,984.20",227,"5,266",227,"1,437.20",227,"1,053",227,4.91,227,2.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7167,228,"8,086.10",228,"5,364.10",228,"1,536.40",228,"1,126.50",228,4.87,228,2.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7168,229,"8,183.30",229,"5,457.60",229,"1,636.70",229,"1,200.70",229,4.84,229,2.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7169,230,"8,266",230,"5,537.30",230,"1,735.80",230,"1,273.60",230,4.81,230,2.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7170,231,"8,349.10",231,"5,606.20",231,"1,836.80",231,"1,345.50",231,4.78,231,2.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7171,232,"8,429.60",232,"5,684.50",232,"1,938.80",232,"1,421.10",232,4.75,232,2.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7172,233,"8,483.70",233,"5,739.40",233,"2,036.10",233,"1,492.20",233,4.72,233,2.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7173,234,"8,532.60",234,"5,789.60",234,"2,133.20",234,"1,563.20",234,5,234,2.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7174,235,"8,578.80",235,"5,837.50",235,"2,230.50",235,"1,634.50",235,4.67,235,2.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7175,236,"8,638.60",236,"5,898",236,"2,332.40",236,"1,710",236,4.64,236,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7176,237,"8,700.30",237,"5,959.30",237,"2,436.10",237,"1,787.80",237,4.62,237,2.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7177,238,"8,759.20",238,"6,018.30",238,"2,540.20",238,"1,866",238,5,238,2.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7178,239,"8,814",239,"6,073.90",239,"2,644.30",239,"1,943.60",239,4.51,239,2.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179,240,"8,862.80",240,"6,123.80",240,"2,747.50",240,"2,021",240,4.43,240,2.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7180,241,"8,888.50",241,"6,153.60",241,"2,844.30",241,"2,092.20",241,4.35,241,2.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7181,242,"8,931.40",242,"6,197.70",242,"2,947.40",242,"2,169",242,4.30,242,2.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7182,243,"8,978.30",243,"6,241.70",243,"3,052.60",243,"2,247",243,4.23,243,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7183,244,"9,004",244,"6,267.70",244,"3,151.40",244,"2,319",244,4.15,244,2.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7184,245,"9,041",245,"6,307.40",245,"3,254.80",245,"2,397",245,4.07,245,2.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7185,246,"9,066.40",246,"6,339.70",246,"3,354.60",246,"2,472.50",246,3.98,246,2.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7186,247,"9,067.10",247,"6,350.60",247,"3,445.50",247,"2,540.20",247,3.898,247,2.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7187,248,"9,090.90",248,"6,375.60",248,"3,545.40",248,"2,614",248,3.864,248,2.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7188,249,"9,110.50",249,"6,409.70",249,"3,644.20",249,"2,692.10",249,3.807,249,2.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7189,250,"9,126",250,"6,440.10",250,"3,741.60",250,"2,769.20",250,3.726,250,1.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7190,251,"9,140.50",251,"6,470.30",251,"3,839",251,"2,846.90",251,3.675,251,1.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7191,252,"9,129.40",252,"6,462.80",252,"3,925.60",252,"2,908.30",252,2.94,252,1.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7192,253,"9,154.80",253,"6,452.60",253,"3,974",253,"2,968.20",253,2.572,253,1.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7193,254,"9,180.50",254,"6,445.70",254,"4,000.80",254,"3,029.50",254,2.572,254,1.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7194,255,"9,207.70",255,"6,435.20",255,"4,024.10",255,"3,088.90",255,2.572,255,1.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7195,256,"9,227.50",256,"6,419.40",256,"4,041",256,"3,145.50",256,2.572,256,1.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7196,257,"9,227",257,"6,396.20",257,"4,042.20",257,"3,198.10",257,1.704,257,0.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7197,258,"9,236.10",258,"6,396.20",258,"4,049.30",258,"3,198.10",258,1.491,258,0.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7198,259,"9,244.90",259,"6,396.20",259,"4,056.20",259,"3,198.10",259,1.491,259,0.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7199,260,"9,260.90",260,"6,396.20",260,"4,068.30",260,"3,198.10",260,1.491,260,0.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
